file,selector,context,line_before,declarations
style.css,.analytics-filter-card,,2210,"border-color:#cfe0f5!important; box-shadow:0 10px 24px rgba(15,23,42,.055)!important"
style.css,.analytics-principles span,,1153,"font-size:.78rem; font-weight:700; color:var(--blue); background:var(--blue-lt); border:1px solid rgba(37,99,235,.14); padding:.38rem .65rem; border-radius:999px"
style.css,.analytics-principles span,,1543,background:#eef6ff!important; color:#123f75!important; border:1px solid #cfe0f5!important; border-radius:999px!important; font-weight:850!important
style.css,.analytics-principles span,,1700,background:#eefcfd!important; color:#12566c!important; border-color:#bce9ed!important
style.css,.analytics-filter-grid,,1154,"display:grid; grid-template-columns:repeat(4,minmax(150px,1fr)); gap:.8rem"
style.css,.analytics-filter-grid,,1181,"grid-template-columns:repeat(5,minmax(140px,1fr))"
style.css,.analytics-filter-grid select,,1156,border:1px solid var(--g4); border-radius:12px; padding:.62rem .72rem; background:#fff; color:var(--g); font:inherit
style.css,.analytics-filter-grid select,,1471,border-color:#cfe0f5!important; border-radius:12px!important
style.css,.analytics-filter-grid select,,1659,border-color:#d5e3e9!important
style.css,.analytics-filter-grid select,,2212,min-height:42px
style.css,.analytics-kpis,,1157,"display:grid; grid-template-columns:repeat(5,minmax(150px,1fr)); gap:.75rem; margin-bottom:1rem"
style.css,.analytics-kpis,,1494,gap:16px!important
style.css,.analytics-kpi,,1158,background:#fff; border:1px solid var(--g4); border-radius:18px; padding:1rem; box-shadow:var(--shadow); position:relative; overflow:hidden
style.css,.analytics-kpi,,1495,"border:1px solid rgba(37,99,235,.12)!important; border-radius:18px!important; background:linear-gradient(180deg,#fff 0%,#f8fbff 100%)!important; box-shadow:0 10px 24px rgba(15,23,42,.06)!important"
style.css,.analytics-kpi,,1688,"background:linear-gradient(180deg,#fff 0%,#fbfdff 100%)!important; border-color:rgba(36,198,202,.18)!important"
style.css,.analytics-kpi b,,1161,display:block; font-size:1.35rem; color:var(--g); line-height:1.2
style.css,.analytics-kpi b,,1501,color:var(--blue-900)!important; letter-spacing:-.02em
style.css,.analytics-kpi b,,1692,color:var(--brand-navy)!important
style.css,.analytics-insight,,1163,border-radius:16px; padding:.85rem .95rem; border:1px solid var(--g4); background:#fff; box-shadow:var(--shadow)
style.css,.analytics-insight,,1568,"border-radius:16px!important; box-shadow:0 8px 18px rgba(15,23,42,.05)"
style.css,.analytics-grid,,1165,"display:grid; grid-template-columns:repeat(2,minmax(0,1fr)); gap:1rem"
style.css,.analytics-grid,,1502,gap:18px!important
style.css,.analytics-card,,1165,min-width:0
style.css,.analytics-card,,1457,"border:1px solid rgba(148,163,184,.22)!important; border-radius:20px!important; background:rgba(255,255,255,.94)!important; box-shadow:var(--shadow-card)!important; backdrop-filter:blur(10px)"
style.css,.analytics-card,,1652,"border:1px solid rgba(17,27,76,.09)!important; box-shadow:0 14px 34px rgba(17,27,76,.075)!important"
style.css,.analytics-detail-grid,,1170,"display:grid; grid-template-columns:repeat(2,minmax(0,1fr)); gap:1rem; margin-top:1rem"
style.css,.analytics-detail-grid,,1502,gap:18px!important
style.css,.analytics-table-grid,,1171,"display:grid; grid-template-columns:repeat(2,minmax(0,1fr)); gap:1rem; margin-top:1rem"
style.css,.analytics-table-grid,,1502,gap:18px!important
style.css,.analytics-formula-grid>div,,1174,"border:1px solid var(--g4); border-radius:16px; background:linear-gradient(180deg,#fff,#f8fafc); padding:.85rem"
style.css,.analytics-formula-grid>div,,2213,position:relative; transition:.15s ease
style.css,.analytics-funnel-track,,1177,height:12px; background:var(--g5); border-radius:999px; overflow:hidden
style.css,.analytics-funnel-track,,1506,background:#eaf2ff!important; border-color:#d8e7fb!important; height:34px!important
style.css,.analytics-funnel-track span,,1177,"display:block; height:100%; background:linear-gradient(90deg,var(--blue),var(--green)); border-radius:999px"
style.css,.analytics-funnel-track span,,1507,"background:linear-gradient(90deg,#60a5fa,#1d4ed8)!important; box-shadow:inset 0 -8px 16px rgba(15,23,42,.08)"
style.css,.analytics-funnel-track span,,1701,"background:linear-gradient(90deg,var(--brand-cyan),#1589a4,var(--brand-navy))!important"
style.css,.analytics-table-wrap,,1178,overflow:auto; border:1px solid var(--g4); border-radius:16px; background:#fff
style.css,.analytics-table-wrap,,1516,"border:1px solid #dbe7f5; border-radius:16px; overflow:auto; background:#fff; box-shadow:0 10px 20px rgba(15,23,42,.04)"
style.css,.analytics-table-wrap,,2216,max-height:560px; scrollbar-gutter:stable
style.css,.analytics-table th,,1178,position:sticky; top:0; z-index:1; text-align:left; background:#f8fafc; color:var(--g2); font-size:.74rem; text-transform:none; letter-spacing:.01em; padding:.7rem .75rem; border-bottom:1px solid var(--g4); white-space:nowrap
style.css,.analytics-table th,,1682,"background:linear-gradient(180deg,#17245c 0%,#111b4c 100%)!important; color:#fff!important; border-bottom-color:#26366e!important"
style.css,.analytics-badge,,1178,"display:inline-flex; align-items:center; justify-content:center; min-width:1.6rem; height:1.6rem; margin-left:.35rem; border-radius:999px; background:var(--blue-lt); color:var(--blue); font-weight:900; font-size:.72rem; border:1px solid rgba(37,99,235,.18)"
style.css,.analytics-badge,,1530,border-radius:999px!important; font-weight:900!important; padding:4px 10px!important
style.css,.linked-source-card,,1185,"background:linear-gradient(135deg,#eff6ff 0%,#f0fdf4 100%); border-color:#bfdbfe"
style.css,.linked-source-card,,2093,"border-radius:15px!important; border:1px solid #cfe1f3!important; background:linear-gradient(135deg,#f7fbff 0%,#ffffff 65%)!important; padding:14px!important; box-shadow:0 6px 18px rgba(15,73,134,.05)"
style.css,.linked-source-head label,,1200,display:block; font-size:15px; font-weight:800; color:#166534; margin-bottom:3px
style.css,.linked-source-head label,,2100,font-size:15px!important; color:#164b7a!important; font-weight:900!important
style.css,.linked-source-head small,,1208,color:#64748b; font-size:12px; line-height:1.35
style.css,.linked-source-head small,,2101,font-size:12px!important; line-height:1.5!important
style.css,.customer-agency-field select,,1296,"background:linear-gradient(180deg, #ffffff 0%, #f8fafc 100%)"
style.css,.customer-agency-field select,,2092,background:#fff!important
style.css,.file-preview.drag-over,,1325,"border-color:#22c55e!important; background:#f0fdf4!important; color:#15803d!important; box-shadow:0 0 0 4px rgba(34,197,94,.12)"
style.css,.file-preview.drag-over,,1365,min-height:72px; border:2px dashed #22c55e; background:#f0fdf4; border-radius:14px; padding:10px
style.css,.filter-bar select:focus,,1475,"border-color:var(--blue-500)!important; box-shadow:0 0 0 4px rgba(59,130,246,.13)!important"
style.css,.filter-bar select:focus,,1662,"border-color:var(--brand-cyan-dark)!important; box-shadow:0 0 0 4px rgba(36,198,202,.12)!important"
style.css,.analytics-filter-grid select:focus,,1475,"border-color:var(--blue-500)!important; box-shadow:0 0 0 4px rgba(59,130,246,.13)!important"
style.css,.analytics-filter-grid select:focus,,1662,"border-color:var(--brand-cyan-dark)!important; box-shadow:0 0 0 4px rgba(36,198,202,.12)!important"
style.css,.target-metric,,1495,"border:1px solid rgba(37,99,235,.12)!important; border-radius:18px!important; background:linear-gradient(180deg,#fff 0%,#f8fbff 100%)!important; box-shadow:0 10px 24px rgba(15,23,42,.06)!important"
style.css,.target-metric,,1688,"background:linear-gradient(180deg,#fff 0%,#fbfdff 100%)!important; border-color:rgba(36,198,202,.18)!important"
style.css,.forecast-metric,,1495,"border:1px solid rgba(37,99,235,.12)!important; border-radius:18px!important; background:linear-gradient(180deg,#fff 0%,#f8fbff 100%)!important; box-shadow:0 10px 24px rgba(15,23,42,.06)!important"
style.css,.forecast-metric,,1688,"background:linear-gradient(180deg,#fff 0%,#fbfdff 100%)!important; border-color:rgba(36,198,202,.18)!important"
style.css,.flow-metric,,1495,"border:1px solid rgba(37,99,235,.12)!important; border-radius:18px!important; background:linear-gradient(180deg,#fff 0%,#f8fbff 100%)!important; box-shadow:0 10px 24px rgba(15,23,42,.06)!important"
style.css,.flow-metric,,1688,"background:linear-gradient(180deg,#fff 0%,#fbfdff 100%)!important; border-color:rgba(36,198,202,.18)!important"
style.css,tr:nth-child(even) td,,1527,background:#fbfdff!important
style.css,tr:nth-child(even) td,,1686,background:#fbfdff!important
style.css,.num,,1529,text-align:right!important; font-variant-numeric:tabular-nums!important; font-weight:800!important; color:#0f3e78!important
style.css,.num,,1687,color:#143d70!important
style.css,.document-action-hint,,1722,"margin:14px 0 8px; padding:10px 12px; border:1px solid #f0c9da; border-radius:10px; background:linear-gradient(120deg,#fff8fb,#fff1f7); color:#7e3158; font-size:12px; line-height:1.5"
style.css,.document-action-hint,,2127,border-radius:12px!important; padding:11px 13px!important; font-size:13px!important
style.css,#panel-quote-form .card-title,,1743,justify-content:flex-start!important; text-align:left!important
style.css,#panel-quote-form .card-title,,1954,"font-size:clamp(19px,1.7vw,24px)!important; padding-bottom:12px; margin-bottom:10px; border-bottom:1px solid #e8eef6"
style.css,#panel-invoice-form .card-title,,1743,justify-content:flex-start!important; text-align:left!important
style.css,#panel-invoice-form .card-title,,1954,"font-size:clamp(19px,1.7vw,24px)!important; padding-bottom:12px; margin-bottom:10px; border-bottom:1px solid #e8eef6"
style.css,#panel-receipt-form .card-title,,1743,justify-content:flex-start!important; text-align:left!important
style.css,#panel-receipt-form .card-title,,1954,"font-size:clamp(19px,1.7vw,24px)!important; padding-bottom:12px; margin-bottom:10px; border-bottom:1px solid #e8eef6"
style.css,#panel-production-form .card-title,,1743,justify-content:flex-start!important; text-align:left!important
style.css,#panel-production-form .card-title,,1954,"font-size:clamp(19px,1.7vw,24px)!important; padding-bottom:12px; margin-bottom:10px; border-bottom:1px solid #e8eef6"
style.css,#panel-expense-form .card-title,,1743,justify-content:flex-start!important; text-align:left!important
style.css,#panel-expense-form .card-title,,1954,"font-size:clamp(19px,1.7vw,24px)!important; padding-bottom:12px; margin-bottom:10px; border-bottom:1px solid #e8eef6"
style.css,.doc-entry-editor,,1768,"border:1px solid #dbe5f0; border-radius:18px; background:#fff; box-shadow:0 8px 24px rgba(15,23,42,.05)"
style.css,.doc-entry-editor,,1769,padding:14px 16px 16px
style.css,.doc-entry-preview,,1768,"border:1px solid #dbe5f0; border-radius:18px; background:#fff; box-shadow:0 8px 24px rgba(15,23,42,.05)"
style.css,.doc-entry-preview,,1770,"padding:12px 12px 14px; background:linear-gradient(180deg,#f7fbff 0%,#f0f6ff 100%); position:sticky; top:84px"
style.css,.doc-entry-preview-frame .qdoc-evidence-panel,,1785,width:100%; align-items:center
style.css,.doc-entry-preview-frame .qdoc-evidence-panel,,1786,margin-bottom:12px
style.css,#panel-invoice-form .doc-entry-preview,,1825,"border:1px solid #d8e2ee!important; border-radius:14px!important; background:#fff!important; box-shadow:0 4px 16px rgba(15,73,134,.06)!important"
style.css,#panel-invoice-form .doc-entry-preview,,1830,background:#fff!important
style.css,#panel-receipt-form .doc-entry-preview,,1825,"border:1px solid #d8e2ee!important; border-radius:14px!important; background:#fff!important; box-shadow:0 4px 16px rgba(15,73,134,.06)!important"
style.css,#panel-receipt-form .doc-entry-preview,,1830,background:#fff!important
style.css,.quant-risk-pill,,2247,display:inline-flex; align-items:center; justify-content:center; padding:4px 9px; border-radius:999px; font-size:11px; font-weight:900; background:#eff6ff; color:#1d4ed8
style.css,.quant-risk-pill,,2506,border:1px solid #dbe5ef
style.css,.quant-risk-pill.good,,2247,background:#ecfdf5; color:#15803d
style.css,.quant-risk-pill.good,,2502,background:#f0fdf4; color:#15803d; border-color:#bbf7d0
style.css,.quant-risk-pill.warn,,2247,background:#fff7ed; color:#b45309
style.css,.quant-risk-pill.warn,,2503,background:#fffbeb; color:#a16207; border-color:#fde68a
style.css,.quant-risk-pill.danger,,2247,background:#fef2f2; color:#b91c1c
style.css,.quant-risk-pill.danger,,2504,background:#fff1f2; color:#be123c; border-color:#fecdd3
style.css,.quant-risk-pill.muted,,2247,background:#f1f5f9; color:#64748b
style.css,.quant-risk-pill.muted,,2501,background:#f1f5f9; color:#64748b; border-color:#e2e8f0
style.css,.quant-stress-result,,2251,"display:grid; grid-template-columns:repeat(4,1fr); gap:7px"
style.css,.quant-stress-result,,2507,"grid-template-columns:repeat(3,minmax(0,1fr))!important"
style.css,.quant-stress-result>div,,2251,padding:9px; border-radius:9px; background:#f8fafc; border:1px solid #e2e8f0
style.css,.quant-stress-result>div,,2508,min-width:0
style.css,.quant-stress-result,@media (max-width:700px),2254,grid-template-columns:1fr 1fr
style.css,.quant-stress-result,@media (max-width:700px),2510,grid-template-columns:1fr 1fr!important
style.css,.expense-doc-pill,,2430,display:inline-flex; align-items:center; gap:4px; padding:5px 8px; border:1px solid #d9e4ef; border-radius:999px; background:#fff; color:#43556c; font-size:11px; font-weight:800; line-height:1.2
style.css,.expense-doc-pill,,2456,border-radius:7px; background:#f6f9fd; white-space:nowrap
style.css,.forecast-governance-table th:first-child,,2469,"position:sticky; left:0; z-index:3; box-shadow:8px 0 16px rgba(15,23,42,.035)"
style.css,.forecast-governance-table th:first-child,,2471,background:#f8fafc
style.css,.quant-decision-table th:first-child,,2497,position:sticky; left:0; z-index:2; background:#fff
style.css,.quant-decision-table th:first-child,,2498,background:#f8fafc
style.css,.master-form-grid textarea,,2556,width:100%; border:1px solid #d5dfeb; border-radius:10px; background:#fff; color:#1f2937; padding:10px 12px; font:inherit; font-size:14px
style.css,.master-form-grid textarea,,2556,resize:vertical; min-height:72px
