file,selector,context,line_before,declarations
style.css,.br-opt.kk-sel,,1677,"border-color:var(--brand-cyan-dark)!important; background:#ecfeff!important; color:#087989!important; box-shadow:0 0 0 3px rgba(36,198,202,.10)"
style.css,.br-opt.ub-sel,,41,border-color:var(--ub); background:var(--ub-lt); color:var(--ub)
style.css,.br-opt.ub-sel,,1678,"border-color:var(--brand-pink)!important; background:#fff0f7!important; color:#a92363!important; box-shadow:0 0 0 3px rgba(245,77,150,.09)"
style.css,.br-warn,,42,background:#fef9c3; border:1px solid #fde047; border-radius:var(--rs); padding:7px 12px; font-size:12px; color:#713f12; display:none; margin-top:6px
style.css,.br-warn,,2090,border-radius:10px!important; padding:9px 12px!important
style.css,.card,,45,background:white; border:1px solid var(--g4); border-radius:var(--r); padding:1.25rem; margin-bottom:1rem
style.css,.card,,142,"border-radius:14px; padding:1.45rem; box-shadow:0 4px 14px rgba(15,23,42,.06)"
style.css,.card,,1129,border-color:var(--line); box-shadow:var(--shadow)
style.css,.card,,1130,border-radius:16px
style.css,.card,,1457,"border:1px solid rgba(148,163,184,.22)!important; border-radius:20px!important; background:rgba(255,255,255,.94)!important; box-shadow:var(--shadow-card)!important; backdrop-filter:blur(10px)"
style.css,.card,,1652,"border:1px solid rgba(17,27,76,.09)!important; box-shadow:0 14px 34px rgba(17,27,76,.075)!important"
style.css,.card-title,,46,font-size:14px; font-weight:600; margin-bottom:1rem; display:flex; align-items:center; gap:8px; justify-content:space-between; flex-wrap:wrap
style.css,.card-title,,142,font-size:18px; margin-bottom:1.15rem
style.css,.card-title,,1464,color:var(--ink); font-weight:900!important; letter-spacing:-.01em
style.css,.card-title,,1656,color:var(--brand-navy)!important
style.css,.card-title,,1736,justify-content:flex-start!important; text-align:left!important
style.css,.metrics,,48,"display:grid; grid-template-columns:repeat(auto-fit,minmax(140px,1fr)); gap:10px; margin-bottom:1rem"
style.css,.metrics,,142,"grid-template-columns:repeat(auto-fit,minmax(180px,1fr)); gap:14px"
style.css,.metrics,,1494,gap:16px!important
style.css,.mc,,49,background:white; border:1px solid var(--g4); border-radius:var(--r); padding:.9rem
style.css,.mc,,1495,"border:1px solid rgba(37,99,235,.12)!important; border-radius:18px!important; background:linear-gradient(180deg,#fff 0%,#f8fbff 100%)!important; box-shadow:0 10px 24px rgba(15,23,42,.06)!important"
style.css,.mc,,1688,"background:linear-gradient(180deg,#fff 0%,#fbfdff 100%)!important; border-color:rgba(36,198,202,.18)!important"
style.css,.mc .lbl,,50,font-size:10px; color:var(--g3); font-weight:700; text-transform:uppercase; letter-spacing:.05em; margin-bottom:5px
style.css,.mc .lbl,,142,font-size:12px
style.css,.mc .val,,51,font-size:20px; font-weight:700
style.css,.mc .val,,142,font-size:26px
style.css,.mc .val,,1501,color:var(--blue-900)!important; letter-spacing:-.02em
style.css,.mc .val,,1692,color:var(--brand-navy)!important
style.css,.mc .sub,,52,font-size:11px; color:var(--g3); margin-top:3px
style.css,.mc .sub,,142,font-size:13px
style.css,.bc.kk,,56,border-color:var(--kk-bd); background:var(--kk-lt)
style.css,.bc.kk,,1679,"border-color:#a7e8ed!important; background:linear-gradient(180deg,#f1feff,#e9fbfc)!important"
style.css,.bc.ub,,57,border-color:var(--ub-bd); background:var(--ub-lt)
style.css,.bc.ub,,1680,"border-color:#ffc4dc!important; background:linear-gradient(180deg,#fff5f9,#fff0f7)!important"
style.css,.bc.kk .bname,,59,color:var(--kk)
style.css,.bc.kk .bname,,1681,color:#087c8a!important
style.css,.bc.ub .bname,,59,color:var(--ub)
style.css,.bc.ub .bname,,1681,color:#b42b6b!important
style.css,.ff label,,65,font-size:12px; color:var(--g2); font-weight:500
style.css,.ff label,,142,font-size:14px; font-weight:700; color:#475569
style.css,.ff input,,66,padding:8px 10px; border:1px solid var(--g4); border-radius:var(--rs); font-size:13px; color:var(--g); background:white; width:100%
style.css,.ff input,,142,font-size:16px; padding:11px 13px; border-radius:10px
style.css,.ff input,,1471,border-color:#cfe0f5!important; border-radius:12px!important
style.css,.ff input,,1659,border-color:#d5e3e9!important
style.css,.ff select,,66,padding:8px 10px; border:1px solid var(--g4); border-radius:var(--rs); font-size:13px; color:var(--g); background:white; width:100%
style.css,.ff select,,142,font-size:16px; padding:11px 13px; border-radius:10px
style.css,.ff select,,1471,border-color:#cfe0f5!important; border-radius:12px!important
style.css,.ff select,,1659,border-color:#d5e3e9!important
style.css,.ff input:focus,,67,"outline:none; border-color:var(--blue); box-shadow:0 0 0 3px rgba(29,78,216,.07)"
style.css,.ff input:focus,,1475,"border-color:var(--blue-500)!important; box-shadow:0 0 0 4px rgba(59,130,246,.13)!important"
style.css,.ff input:focus,,1662,"border-color:var(--brand-cyan-dark)!important; box-shadow:0 0 0 4px rgba(36,198,202,.12)!important"
style.css,.ff select:focus,,67,"outline:none; border-color:var(--blue); box-shadow:0 0 0 3px rgba(29,78,216,.07)"
style.css,.ff select:focus,,1475,"border-color:var(--blue-500)!important; box-shadow:0 0 0 4px rgba(59,130,246,.13)!important"
style.css,.ff select:focus,,1662,"border-color:var(--brand-cyan-dark)!important; box-shadow:0 0 0 4px rgba(36,198,202,.12)!important"
style.css,.fdiv,,73,grid-column:1/-1; border-top:1px solid var(--g4); margin:4px 0
style.css,.fdiv,,2078,border-color:#e6edf5!important; margin:5px 0!important
style.css,.fsec,,74,grid-column:1/-1; font-size:11px; font-weight:700; color:var(--g3); text-transform:uppercase; letter-spacing:.05em; padding-top:2px
style.css,.fsec,,2066,"margin-top:5px!important; padding:10px 12px!important; border:0!important; border-radius:11px; color:#184f83!important; background:linear-gradient(90deg,#eef7ff 0%,#f9fcff 70%,transparent 100%); font-size:13px!important; font-weight:900!important; letter-spacing:.01em!important; text-transform:none!important"
style.css,.btn,,76,padding:7px 15px; border-radius:var(--rs); border:1px solid var(--g4); font-size:13px; font-weight:500; cursor:pointer; display:inline-flex; align-items:center; gap:5px; transition:.12s; white-space:nowrap
style.css,.btn,,142,font-size:15px; padding:10px 16px; border-radius:10px
style.css,.btn,,1130,"border-radius:10px; transition:.18s transform,.18s box-shadow"
style.css,.btn,,1484,border-radius:12px!important; font-weight:800!important
style.css,.btn:hover,,77,filter:brightness(.94)
style.css,.btn:hover,,1130,transform:translateY(-1px)
style.css,.btn-primary,,78,background:var(--blue); color:white; border-color:var(--blue)
style.css,.btn-primary,,1479,"background:linear-gradient(135deg,var(--blue-700),var(--blue-500))!important; border-color:transparent!important; box-shadow:0 10px 18px rgba(37,99,235,.22)"
style.css,.btn-primary,,1666,"border-color:transparent!important; background:linear-gradient(110deg,var(--brand-navy),#155886 58%,var(--brand-cyan-dark))!important; box-shadow:0 7px 17px rgba(17,27,76,.16)"
style.css,.btn-sm,,83,padding:3px 9px; font-size:12px
style.css,.btn-sm,,142,font-size:13px; padding:6px 11px
style.css,.btn-view,,85,color:var(--blue); border-color:var(--blue-bd); background:var(--blue-lt)
style.css,.btn-view,,1672,color:#087b91!important; background:#effcfd!important; border-color:#a9e5e9!important
style.css,.form-actions,,86,display:flex; gap:8px; justify-content:flex-end; margin-top:1rem; padding-top:.9rem; border-top:1px solid var(--g4)
style.css,.form-actions,,2128,"position:sticky; bottom:10px; z-index:25; margin-top:18px!important; padding:12px!important; border:1px solid #dce6f0!important; border-radius:14px; background:rgba(255,255,255,.94); backdrop-filter:blur(10px); box-shadow:0 10px 28px rgba(15,23,42,.10)"
style.css,.tbl-wrap,,88,overflow-x:auto
style.css,.tbl-wrap,,1043,-webkit-overflow-scrolling:touch; overscroll-behavior-inline:contain; touch-action:pan-x pan-y; scrollbar-gutter:stable; scroll-behavior:smooth
style.css,.tbl-wrap,,1516,"border:1px solid #dbe7f5; border-radius:16px; overflow:auto; background:#fff; box-shadow:0 10px 20px rgba(15,23,42,.04)"
style.css,table,,89,width:100%; border-collapse:collapse; font-size:13px
style.css,table,,1517,border-collapse:separate!important; border-spacing:0!important; background:#fff!important
style.css,th,,90,background:var(--g5); padding:7px 9px; text-align:left; font-size:10px; font-weight:700; color:var(--g3); text-transform:uppercase; letter-spacing:.05em; border-bottom:1px solid var(--g4); white-space:nowrap
style.css,th,,142,font-size:12px; padding:10px 11px
style.css,th,,1518,"position:sticky; top:0; z-index:1; background:linear-gradient(180deg,#eef6ff 0%,#e6f0ff 100%)!important; color:#17447e!important; font-size:12px!important; font-weight:900!important; border-bottom:1px solid #cfe0f5!important"
style.css,th,,1682,"background:linear-gradient(180deg,#17245c 0%,#111b4c 100%)!important; color:#fff!important; border-bottom-color:#26366e!important"
style.css,td,,91,padding:8px 9px; border-bottom:1px solid var(--g4); color:var(--g); vertical-align:middle
style.css,td,,142,font-size:15px; padding:11px
style.css,td,,1526,border-bottom:1px solid #edf3fb!important; color:#1e293b!important
style.css,tr:hover td,,93,background:#fafafa
style.css,tr:hover td,,1528,background:#eff6ff!important
style.css,tr:hover td,,1686,background:#f0fbfc!important
style.css,.tn,,94,text-align:right; font-variant-numeric:tabular-nums; font-weight:500
style.css,.tn,,1529,text-align:right!important; font-variant-numeric:tabular-nums!important; font-weight:800!important; color:#0f3e78!important
style.css,.tn,,1687,color:#143d70!important
style.css,.badge,,96,display:inline-block; font-size:11px; font-weight:600; padding:2px 7px; border-radius:10px; white-space:nowrap
style.css,.badge,,1530,border-radius:999px!important; font-weight:900!important; padding:4px 10px!important
style.css,.upload-zone,,108,border:2px dashed var(--g4); border-radius:var(--rs); padding:1rem; text-align:center; cursor:pointer; font-size:13px; color:var(--g3); transition:.15s
style.css,.upload-zone,,142,font-size:16px; padding:1.25rem; border-radius:12px
style.css,.upload-zone:hover,,109,border-color:var(--blue); background:var(--blue-lt)
style.css,.upload-zone:hover,,1704,"border-color:var(--brand-cyan-dark)!important; background:linear-gradient(135deg,#effcfd,#fff4f8)!important"
style.css,.items-table,,117,width:100%; border-collapse:collapse; font-size:13px; margin-top:.5rem
style.css,.items-table,,2102,"overflow:hidden; border-radius:13px; border:1px solid #dbe5ef!important; box-shadow:0 4px 14px rgba(15,23,42,.04)"
style.css,.items-table th,,118,background:var(--g5); padding:6px 7px; font-size:11px; font-weight:600; color:var(--g2); text-align:left; border:1px solid var(--g4)
style.css,.items-table th,,142,font-size:13px; padding:10px
style.css,.items-table th,,2108,"background:linear-gradient(180deg,#17376f,#11285d)!important; color:#fff!important; border-color:#2d4a7f!important; font-size:12px!important; text-transform:none!important; letter-spacing:0!important; padding:10px 9px!important"
style.css,.items-table td,,119,padding:3px 5px; border:1px solid var(--g4); vertical-align:middle
style.css,.items-table td,,142,padding:7px
style.css,.items-table td,,2117,background:#fff; padding:6px!important; border-color:#e5ebf2!important
style.css,.items-table input,,120,border:none; background:transparent; font-size:13px; width:100%; min-width:55px; padding:3px 4px
style.css,.items-table input,,142,font-size:16px; padding:7px 8px
style.css,.items-table input,,2119,min-height:40px!important; border-radius:8px!important; padding:7px 8px!important
style.css,.items-table select,,120,border:none; background:transparent; font-size:13px; width:100%; min-width:55px; padding:3px 4px
style.css,.items-table select,,142,font-size:16px; padding:7px 8px
style.css,.items-table select,,2119,min-height:40px!important; border-radius:8px!important; padding:7px 8px!important
style.css,.comform-topbar,,142,"height:72px; padding:0 1.4rem; gap:14px; background:linear-gradient(90deg,#0f5fbf,#1d4ed8)"
style.css,.comform-topbar,,1429,"background:linear-gradient(115deg,var(--blue-950) 0%,var(--blue-800) 48%,var(--blue-600) 100%)!important; box-shadow:0 12px 32px rgba(8,47,96,.22); border-bottom:1px solid rgba(255,255,255,.16)"
style.css,.comform-topbar,,1618,"position:sticky; background:linear-gradient(112deg,#0d153d 0%,#111b4c 45%,#174b70 72%,#149eaa 100%)!important; box-shadow:0 12px 34px rgba(17,27,76,.26)!important; border-bottom:2px solid rgba(36,198,202,.62)!important"
style.css,.company-logo,,142,"width:52px; height:52px; object-fit:contain; background:#fff; border-radius:12px; padding:5px; box-shadow:0 2px 8px rgba(0,0,0,.18)"
style.css,.company-logo,,1434,"box-shadow:0 10px 22px rgba(8,47,96,.28)!important; border:1px solid rgba(255,255,255,.7)"
style.css,.company-logo,,1628,"border-radius:50%!important; padding:2px!important; background:#fff8ec!important; border:2px solid rgba(36,198,202,.9)!important; box-shadow:0 0 0 3px rgba(245,77,150,.22),0 10px 24px rgba(5,14,48,.28)!important"
style.css,.company-main-title,,142,font-size:20px; font-weight:800; letter-spacing:.01em; white-space:nowrap; overflow:hidden; text-overflow:ellipsis
style.css,.company-main-title,,1435,font-weight:900!important; letter-spacing:.01em
style.css,.company-main-title,,1633,color:#fff!important
style.css,.company-sub-title,,142,font-size:13px; opacity:.88; font-weight:500
style.css,.company-sub-title,,1436,opacity:.94!important
style.css,.company-sub-title,,1633,color:#e6fbff!important
style.css,.company-date,,142,font-size:14px; opacity:.92; margin-left:auto; white-space:nowrap
style.css,.company-date,,1633,color:#fff3f8!important; font-weight:800
style.css,.entry-table input,,142,font-size:17px; padding:12px 13px; border:1px solid #d1d9e6; border-radius:10px; width:100%; background:#fff
style.css,.entry-table input,,1471,border-color:#cfe0f5!important; border-radius:12px!important
style.css,.entry-table input,,1659,border-color:#d5e3e9!important
style.css,.entry-table select,,142,font-size:17px; padding:12px 13px; border:1px solid #d1d9e6; border-radius:10px; width:100%; background:#fff
style.css,.entry-table select,,1471,border-color:#cfe0f5!important; border-radius:12px!important
style.css,.entry-table select,,1659,border-color:#d5e3e9!important
style.css,.entry-table input:focus,,142,"outline:none; border-color:#1d4ed8; box-shadow:0 0 0 4px rgba(29,78,216,.08)"
style.css,.entry-table input:focus,,1475,"border-color:var(--blue-500)!important; box-shadow:0 0 0 4px rgba(59,130,246,.13)!important"
style.css,.entry-table input:focus,,1662,"border-color:var(--brand-cyan-dark)!important; box-shadow:0 0 0 4px rgba(36,198,202,.12)!important"
style.css,.entry-table select:focus,,142,"outline:none; border-color:#1d4ed8; box-shadow:0 0 0 4px rgba(29,78,216,.08)"
style.css,.entry-table select:focus,,1475,"border-color:var(--blue-500)!important; box-shadow:0 0 0 4px rgba(59,130,246,.13)!important"
style.css,.entry-table select:focus,,1662,"border-color:var(--brand-cyan-dark)!important; box-shadow:0 0 0 4px rgba(36,198,202,.12)!important"
style.css,.section-hint,,142,font-size:13px; color:#64748b; font-weight:500
style.css,.section-hint,,2065,display:block; margin-top:3px; font-size:12px!important; line-height:1.5; color:#64748b!important
style.css,.dash-chart-grid,,153,display:grid; grid-template-columns:1.25fr 1fr; gap:12px; margin-bottom:1rem
style.css,.dash-chart-grid,,1502,gap:18px!important
style.css,.dash-chart-grid,,1505,"grid-template-columns:repeat(auto-fit,minmax(340px,1fr))!important"
style.css,.chart-card,,154,overflow:hidden
style.css,.chart-card,,1457,"border:1px solid rgba(148,163,184,.22)!important; border-radius:20px!important; background:rgba(255,255,255,.94)!important; box-shadow:var(--shadow-card)!important; backdrop-filter:blur(10px)"
style.css,.chart-card,,1652,"border:1px solid rgba(17,27,76,.09)!important; box-shadow:0 14px 34px rgba(17,27,76,.075)!important"
style.css,.chart-track,,161,height:30px; background:#f1f5f9; border:1px solid #e2e8f0; border-radius:999px; overflow:hidden; position:relative
style.css,.chart-track,,1506,background:#eaf2ff!important; border-color:#d8e7fb!important; height:34px!important
style.css,.chart-fill,,162,"height:100%; min-width:2px; border-radius:999px; background:linear-gradient(90deg,#60a5fa,#1d4ed8); transition:width .2s ease"
style.css,.chart-fill,,1507,"background:linear-gradient(90deg,#60a5fa,#1d4ed8)!important; box-shadow:inset 0 -8px 16px rgba(15,23,42,.08)"
style.css,.chart-fill,,1701,"background:linear-gradient(90deg,var(--brand-cyan),#1589a4,var(--brand-navy))!important"
style.css,.chart-fill.green,,163,"background:linear-gradient(90deg,#86efac,#16a34a)"
style.css,.chart-fill.green,,1508,"background:linear-gradient(90deg,#67e8f9,#0ea5e9)!important"
style.css,.chart-fill.purple,,164,"background:linear-gradient(90deg,#c4b5fd,#7c3aed)"
style.css,.chart-fill.purple,,1508,"background:linear-gradient(90deg,#93c5fd,#1d4ed8)!important"
style.css,.chart-fill.purple,,1702,"background:linear-gradient(90deg,#f394bd,var(--brand-pink))!important"
style.css,.chart-fill.red,,165,"background:linear-gradient(90deg,#fca5a5,#dc2626)"
style.css,.chart-fill.red,,1508,"background:linear-gradient(90deg,#fca5a5,#dc2626)!important"
style.css,.chart-summary,,168,margin-top:12px; padding:10px 12px; background:#f8fafc; border:1px solid #e2e8f0; border-radius:12px; font-size:13px; color:#475569; line-height:1.5
style.css,.chart-summary,,1509,"background:linear-gradient(180deg,#f8fbff 0%,#eef6ff 100%)!important; border-color:#d8e7fb!important; border-radius:16px!important; color:#334155!important"
style.css,.chart-summary,,2224,line-height:1.55
style.css,html,@media (max-width: 900px),180,width:100%; max-width:100%; overflow-x:clip
style.css,html,@media (max-width: 900px),537,min-height:100%; overflow-x:clip
style.css,body,@media (max-width: 900px),180,width:100%; max-width:100%; overflow-x:clip
style.css,body,@media (max-width: 900px),186,padding-bottom:calc(82px + env(safe-area-inset-bottom)); -webkit-text-size-adjust:100%
style.css,body,@media (max-width: 900px),537,min-height:100%; overflow-x:clip
style.css,body,@media (max-width: 900px),546,padding-bottom:calc(76px + env(safe-area-inset-bottom))!important; overflow-y:auto!important
style.css,.comform-topbar,@media (max-width: 900px),191,height:auto!important; min-height:64px!important; padding:10px 12px!important; gap:10px!important; align-items:center!important; position:sticky!important; top:0!important; z-index:260!important
style.css,.comform-topbar,@media (max-width: 900px),551,min-height:62px!important; padding:8px 10px!important; padding-right:180px!important; position:sticky!important; top:0!important; z-index:260!important
style.css,.company-logo,@media (max-width: 900px),202,width:44px!important; height:44px!important; border-radius:10px!important; flex:0 0 auto
style.css,.company-logo,@media (max-width: 900px),560,width:42px!important; height:42px!important; cursor:pointer!important; flex:0 0 auto!important
style.css,.company-title-wrap,@media (max-width: 900px),209,min-width:0; flex:1 1 auto
style.css,.company-title-wrap,@media (max-width: 900px),567,min-width:0!important
style.css,.company-main-title,@media (max-width: 900px),214,font-size:15px!important; line-height:1.25!important; white-space:normal!important; display:-webkit-box; -webkit-line-clamp:2; -webkit-box-orient:vertical; overflow:hidden
style.css,.company-main-title,@media (max-width: 900px),571,font-size:13px!important; line-height:1.2!important; white-space:nowrap!important; overflow:hidden!important; text-overflow:ellipsis!important; display:block!important
style.css,.main,@media (max-width: 900px),234,padding:12px!important; overflow:visible!important
style.css,.main,@media (max-width: 900px),580,padding:12px 10px calc(120px + env(safe-area-inset-bottom))!important; overflow:visible!important; min-height:calc(100vh - 62px)!important
style.css,.sidebar,@media (max-width: 900px),240,"display:flex!important; position:fixed!important; left:0!important; right:0!important; bottom:0!important; top:auto!important; height:74px!important; z-index:700!important; overflow-x:auto!important; overflow-y:hidden!important; white-space:nowrap!important; padding:7px 8px calc(7px + env(safe-area-inset-bottom))!important; gap:8px!important; border-right:none!important; border-top:1px solid #dbe4ef!important; background:rgba(255,255,255,.97)!important; box-shadow:0 -6px 22px rgba(15,23,42,.12)!important; -webkit-overflow-scrolling:touch; scrollbar-width:none"
style.css,.sidebar,@media (max-width: 900px),619,"display:block!important; position:fixed!important; top:0!important; bottom:0!important; left:0!important; right:auto!important; width:min(86vw, 320px)!important; height:100dvh!important; padding:calc(18px + env(safe-area-inset-top)) 12px calc(18px + env(safe-area-inset-bottom))!important; overflow-y:auto!important; overflow-x:hidden!important; white-space:normal!important; background:#ffffff!important; border-right:1px solid #dbe4ef!important; border-top:none!important; box-shadow:12px 0 34px rgba(15,23,42,.22)!important; z-index:1000!important; transform:translateX(-105%)!important; transition:transform .22s ease!important; flex-direction:column!important; gap:0!important"
style.css,.fg,@media (max-width: 900px),321,gap:10px!important
style.css,.fg,@media (max-width: 900px),343,grid-template-columns:1fr!important
style.css,.br-row,@media (max-width: 900px),321,gap:10px!important
style.css,.br-row,@media (max-width: 900px),347,flex-direction:column!important
style.css,.form-actions,@media (max-width: 900px),321,gap:10px!important
style.css,.form-actions,@media (max-width: 900px),356,flex-direction:column-reverse!important; align-items:stretch!important
style.css,.form-actions,@media (max-width: 900px),789,position:relative!important; z-index:1!important; margin-bottom:14px!important
style.css,.filter-bar > div,@media (max-width: 900px),331,width:100%!important; min-width:0!important
style.css,.filter-bar > div,@media (max-width: 900px),339,flex:1 1 145px!important
style.css,.tbl-wrap,@media (max-width: 900px),383,width:100%!important; max-width:100%!important; overflow-x:auto!important; -webkit-overflow-scrolling:touch; border:1px solid #e2e8f0; border-radius:14px; background:#fff
style.css,.tbl-wrap,@media (max-width: 900px),772,overflow-x:auto!important; -webkit-overflow-scrolling:touch!important; max-width:100%!important
style.css,.tbl-wrap th:last-child,@media (max-width: 900px),402,"position:sticky; right:0; z-index:2; background:#fff; box-shadow:-10px 0 14px -14px rgba(15,23,42,.45)"
style.css,.tbl-wrap th:last-child,@media (max-width: 900px),411,z-index:3; background:#f8fafc
style.css,.items-table,@media (max-width: 900px),416,min-width:760px
style.css,.items-table,@media (max-width: 900px),733,display:block!important; width:max-content!important; min-width:600px!important; max-width:none!important; overflow-x:visible!important; overflow-y:hidden!important; border:1px solid #dbe4ef!important; border-radius:14px!important; background:#fff!important
style.css,#auth-userbar,@media (max-width: 900px),472,top:8px!important; left:8px!important; right:8px!important; max-width:calc(100vw - 16px)!important; width:auto!important; justify-content:space-between!important; border-radius:18px!important; padding:7px 10px!important; font-size:12px!important; gap:8px!important
style.css,#auth-userbar,@media (max-width: 900px),587,"top:10px!important; right:8px!important; left:auto!important; width:auto!important; max-width:172px!important; min-width:0!important; padding:5px 7px!important; border-radius:999px!important; font-size:10px!important; gap:5px!important; z-index:420!important; box-shadow:0 2px 8px rgba(15,23,42,.18)!important"
style.css,#auth-userbar span,@media (max-width: 900px),485,min-width:0; overflow:hidden; text-overflow:ellipsis; white-space:nowrap
style.css,#auth-userbar span,@media (max-width: 900px),602,display:block!important; min-width:0!important; max-width:88px!important; overflow:hidden!important; text-overflow:ellipsis!important; white-space:nowrap!important
style.css,#auth-userbar button,@media (max-width: 900px),492,flex:0 0 auto; padding:6px 9px!important; font-size:12px!important
style.css,#auth-userbar button,@media (max-width: 900px),611,padding:5px 7px!important; font-size:10px!important; line-height:1!important; border-radius:999px!important
style.css,.large-proof-upload,,842,min-height:96px; width:100%; border:2px dashed #e2e8f0!important; border-radius:18px!important; background:#ffffff!important; color:#94a3b8!important; display:flex!important; align-items:center!important; justify-content:center!important; flex-direction:column!important; gap:4px!important; padding:18px 14px!important; text-align:center!important; cursor:pointer!important
style.css,.large-proof-upload,,2120,"min-height:128px!important; border-radius:15px!important; border-width:1.5px!important; background:linear-gradient(135deg,#fbfdff,#f7fbff)!important"
style.css,.large-proof-upload:hover,,859,border-color:#93c5fd!important; background:#eff6ff!important; color:#1d4ed8!important
style.css,.large-proof-upload:hover,,2126,"transform:translateY(-1px); box-shadow:0 9px 22px rgba(29,78,216,.08)"
style.css,.production-items-table .p-cost-mode,,909,min-width:110px; background:#fff
style.css,.production-items-table .p-cost-mode,,914,min-width:180px
style.css,.invoice-report-table th,,928,vertical-align:middle
style.css,.invoice-report-table th,,932,text-align:center; white-space:nowrap
style.css,.forecast-metrics,,1081,"display:grid; grid-template-columns:repeat(4,minmax(0,1fr)); gap:12px; margin-bottom:12px"
style.css,.forecast-metrics,,1494,gap:16px!important
style.css,.forecast-card,,1081,margin-bottom:0
style.css,.forecast-card,,1457,"border:1px solid rgba(148,163,184,.22)!important; border-radius:20px!important; background:rgba(255,255,255,.94)!important; box-shadow:var(--shadow-card)!important; backdrop-filter:blur(10px)"
style.css,.forecast-card,,1652,"border:1px solid rgba(17,27,76,.09)!important; box-shadow:0 14px 34px rgba(17,27,76,.075)!important"
style.css,.forecast-year-total,,1081,font-size:31px; font-weight:900; color:#0f5fbf
style.css,.forecast-year-total,,2207,letter-spacing:-.03em
style.css,.flow-metrics,,1087,"display:grid; grid-template-columns:repeat(4,minmax(0,1fr)); gap:10px; margin-bottom:12px"
style.css,.flow-metrics,,1494,gap:16px!important
style.css,.flow-card,,1087,margin:0
style.css,.flow-card,,1457,"border:1px solid rgba(148,163,184,.22)!important; border-radius:20px!important; background:rgba(255,255,255,.94)!important; box-shadow:var(--shadow-card)!important; backdrop-filter:blur(10px)"
style.css,.flow-card,,1652,"border:1px solid rgba(17,27,76,.09)!important; box-shadow:0 14px 34px rgba(17,27,76,.075)!important"
style.css,.target-input-wrap button,,1091,border:0; background:#0f5fbf; color:#fff; padding:11px 14px; font:inherit; font-size:12px; font-weight:800; cursor:pointer
style.css,.target-input-wrap button,,1479,"background:linear-gradient(135deg,var(--blue-700),var(--blue-500))!important; border-color:transparent!important; box-shadow:0 10px 18px rgba(37,99,235,.22)"
style.css,.target-input-wrap button,,1484,border-radius:12px!important; font-weight:800!important
style.css,.target-metrics,,1091,"display:grid; grid-template-columns:repeat(5,minmax(0,1fr)); gap:12px; margin-bottom:12px"
style.css,.target-metrics,,1494,gap:16px!important
style.css,.target-card,,1091,margin-bottom:0
style.css,.target-card,,1129,border-color:var(--line); box-shadow:var(--shadow)
style.css,.target-card,,1457,"border:1px solid rgba(148,163,184,.22)!important; border-radius:20px!important; background:rgba(255,255,255,.94)!important; box-shadow:var(--shadow-card)!important; backdrop-filter:blur(10px)"
style.css,.target-card,,1652,"border:1px solid rgba(17,27,76,.09)!important; box-shadow:0 14px 34px rgba(17,27,76,.075)!important"
style.css,.target-progress-fill,,1091,"height:100%; border-radius:999px; background:linear-gradient(90deg,#2563eb,#60a5fa); transition:width .3s ease"
style.css,.target-progress-fill,,1703,"background:linear-gradient(90deg,var(--brand-cyan),#178aa4)!important"
style.css,.linked-filter-card,,1129,border-color:var(--line); box-shadow:var(--shadow)
style.css,.linked-filter-card,,1134,background:#fff; border:1px solid var(--line); border-radius:16px; padding:16px; margin-bottom:14px
style.css,.analytics-page-head,,1147,"display:flex; justify-content:space-between; gap:1rem; align-items:flex-start; margin-bottom:1rem; padding:1.1rem; border-radius:22px; background:linear-gradient(135deg,rgba(37,99,235,.10),rgba(16,185,129,.10)); border:1px solid rgba(37,99,235,.16)"
style.css,.analytics-page-head,,1531,"background:linear-gradient(135deg,var(--blue-950) 0%,var(--blue-800) 56%,var(--blue-500) 100%); color:#fff; border-radius:26px; padding:26px!important; box-shadow:0 20px 44px rgba(8,47,96,.24); margin-bottom:18px"
style.css,.analytics-page-head,,1693,"background:radial-gradient(circle at 88% 12%,rgba(245,77,150,.24),transparent 25%),
    linear-gradient(128deg,#0c143c 0%,#111b4c 52%,#116d87 100%)!important; box-shadow:0 20px 44px rgba(17,27,76,.25)!important"
style.css,.analytics-page-head h2,,1148,margin:.15rem 0 .35rem; font-size:1.65rem; color:var(--g)
style.css,.analytics-page-head h2,,1539,color:#fff!important; font-size:30px!important; font-weight:950!important; letter-spacing:-.03em; margin:4px 0 8px!important
style.css,.analytics-page-head p,,1149,margin:0; color:var(--g2); line-height:1.55; max-width:850px
style.css,.analytics-page-head p,,1540,color:#dbeafe!important; max-width:920px; font-size:15px!important
style.css,.analytics-page-head p,,1699,color:#e2f9fa!important
style.css,.analytics-eyebrow,,1150,font-size:.76rem; letter-spacing:.14em; font-weight:800; color:var(--blue); text-transform:uppercase
style.css,.analytics-eyebrow,,1541,color:#bfdbfe!important; font-weight:950!important; letter-spacing:.13em!important
style.css,.analytics-eyebrow,,1699,color:#8ce8eb!important
style.css,.analytics-filter-card,,1151,background:#fff; border:1px solid var(--g4); border-radius:20px; padding:1rem; margin-bottom:1rem; box-shadow:var(--shadow)
style.css,.analytics-filter-card,,1465,"border:1px solid rgba(37,99,235,.16)!important; background:linear-gradient(180deg,#fff 0%,#f8fbff 100%)!important; border-radius:20px!important; box-shadow:var(--shadow-soft)!important"
style.css,.analytics-filter-card,,1658,"border-color:#dbecef!important; background:rgba(255,255,255,.94)!important"
